Feed name,Headline,Publication,Date,Time,Media type,Link,Language,Page number,Area (sq. cm),Section,Story Lead?,Story ID,Source Country,Source Region,Source Subregion,Reach Value,Reach Type,DAZN [mentions],DAZN [sentiment],DAZN [salience],Aviation relevant,Call of Duty,Cloud,DAZN Media announcement,DAZN TMO Irrelevant,Exclusions,ICA - Relevant coverage,Most Streamed Events,Not launch,relevant,Remove,SAV irrelevant,SAV relevant,Spyro,Sentiment / Negative,Sentiment / Neutral,Sentiment / Positive
DAZN: UK,Jake Paul vs Gib: Fight confirmed by Eddie Hearn with both YouTubers turning professional for clash,The Independent,24/12/2019,08:18:00,Online,https://article.signal-ai.com/b9459d55-1196-3f62-a21b-d420317020a4?u=351ef292-faed-4477-a667-ff65eb6ec0ed&origin=csv,English,,,,Y,0683fef8-31ce-40bc-9831-2a04409f6e5d,United Kingdom,Europe,Northern Europe,17500000,monthly-unique-visitors,3,positive,0.35,,,,,,,,,,,,,,,,,
DAZN: UK,Amazon: German Champions League rights have value beyond soccer,Sportcal,23/12/2019,11:30:59,Online,https://article.signal-ai.com/5af18e4b-33c9-338f-80e0-3347948882e8?u=351ef292-faed-4477-a667-ff65eb6ec0ed&origin=csv,English,,,,Y,dc56f86a-e7ff-463f-a01d-ff799fd05eac,United Kingdom,Europe,Northern Europe,7500,monthly-unique-visitors,2,positive,0.3,,,,,,,,,,,,,,,,,
DAZN: UK,NOW FURY'S THE PEOPLE'S CHAMP,The Sun,23/12/2019,04:00:00,Print,https://article.signal-ai.com/03448457-3cd4-3d4e-ac45-3649c59722ee?u=351ef292-faed-4477-a667-ff65eb6ec0ed&origin=csv,English,41,445,Sport,Y,e65a3c38-2458-4537-b71e-4d1b1ef0c460,United Kingdom,Europe,Northern Europe,1750000,circulation,1,neutral,0.05,,,,,,,,,,,,,,,,,
DAZN: UK,"BEING FRANK Tyson Fury is the new people’s champion and will topple Anthony Joshua in ring too, claims Frank Warren",The Sun,22/12/2019,22:32:38,Online,https://article.signal-ai.com/deb06297-f857-3c68-9b67-ed5eaf19bb96?u=351ef292-faed-4477-a667-ff65eb6ec0ed&origin=csv,English,,,,N,e65a3c38-2458-4537-b71e-4d1b1ef0c460,United Kingdom,Europe,Northern Europe,17500000,monthly-unique-visitors,1,neutral,0.05,,,,,,,,,,,,,,,,,
DAZN: UK,MONEY TALKS Eddie Hearn admits Anthony Joshua may have to accept 50-50 split of purse to fight Tyson Fury or Deontay Wilder,The Sun,21/12/2019,12:46:43,Online,https://article.signal-ai.com/ee813ef8-ad0e-3bfb-b611-39fe32a3cbde?u=351ef292-faed-4477-a667-ff65eb6ec0ed&origin=csv,English,,,"Boxing,Sport",Y,194dada6-800f-43d8-8edc-2e3b9670be68,United Kingdom,Europe,Northern Europe,17500000,monthly-unique-visitors,1,neutral,0.05,,,,,,,,,,,,,,,,,
DAZN: UK,MONEY TALKS Eddie Hearn admits Anthony Joshua may have to accept 50-50 split of purse to fight Tyson Fury or Deontay Wilder,The Sun,21/12/2019,12:47:01,Online,https://article.signal-ai.com/c041abb4-e616-317d-9ad7-aeee11b75411?u=351ef292-faed-4477-a667-ff65eb6ec0ed&origin=csv,English,,,,Y,dab5afef-f4fb-44f3-9128-a6c85b6b1e73,United Kingdom,Europe,Northern Europe,17500000,monthly-unique-visitors,1,neutral,0.05,,,,,,,,,,,,,,,,,
DAZN: UK,Daniel Jacobs makes Julio Cesar Chavez Jr. quit for fifth-round TKO; chaos ensues,Yahoo! UK and Ireland,21/12/2019,14:50:26,Online,https://article.signal-ai.com/478bfc0b-9b39-3224-b782-e25ac467796f?u=351ef292-faed-4477-a667-ff65eb6ec0ed&origin=csv,English,,,,Y,56cb76d0-2da2-45b9-926a-e74635dbb650,United Kingdom,Europe,Northern Europe,87500000,monthly-unique-visitors,3,positive,0.55,,,,,,,,,,,,,,,,,
DAZN: UK,Julio Cesar Chavez Jr. cheats fans in disgraceful loss to Daniel Jacobs,Yahoo! UK and Ireland,21/12/2019,05:54:18,Online,https://article.signal-ai.com/fcc736e6-8b0a-3454-a520-eb75c8118a04?u=351ef292-faed-4477-a667-ff65eb6ec0ed&origin=csv,English,,,,Y,2950ccf0-872c-4f12-a8e6-0f491e5fe4fa,United Kingdom,Europe,Northern Europe,87500000,monthly-unique-visitors,1,neutral,0.05,,,,,,,,,,,,,,,,,
DAZN: UK,Boxing fans hurl beer and trash at Julio Cesar Chavez Jr after boxer quits vs Danny Jacobs,Daily Express,21/12/2019,06:17:36,Print,https://article.signal-ai.com/a2893aae-de2f-3eb6-bed4-6e4a02d2c698?u=351ef292-faed-4477-a667-ff65eb6ec0ed&origin=csv,English,,,,Y,d7ea086f-4cf5-4746-afbd-f198eccc8e10,United Kingdom,Europe,Northern Europe,375000,circulation,1,neutral,0.05,,,,,,,,,,,,,,,,,
DAZN: UK,Boxing fans hurl beer and trash at Julio Cesar Chavez Jr after boxer quits vs Danny Jacobs,Daily Express,21/12/2019,05:07:00,Online,https://article.signal-ai.com/e60c8731-1e77-3dd7-ac9b-12255bdb0ad8?u=351ef292-faed-4477-a667-ff65eb6ec0ed&origin=csv,English,,,,N,d7ea086f-4cf5-4746-afbd-f198eccc8e10,United Kingdom,Europe,Northern Europe,17500000,monthly-unique-visitors,1,neutral,0.05,,,,,,,,,,,,,,,,,
DAZN: UK,Brook is back in business,The Sun,21/12/2019,04:00:00,Print,https://article.signal-ai.com/0d26625f-bf83-3910-b934-db64a4b30a74?u=351ef292-faed-4477-a667-ff65eb6ec0ed&origin=csv,English,37,133,Sport,Y,46f379d9-194c-48e9-bd10-d53a0e9b50ed,United Kingdom,Europe,Northern Europe,1750000,circulation,1,neutral,0.25,,,,,,,,,,,,,,,,,
DAZN: UK,"Amazon: ""We don't have to make money with the Champions League""",Broadband TV News,20/12/2019,23:42:15,Online,https://article.signal-ai.com/09600848-e798-3a7e-9a5c-b058b98fd379?u=351ef292-faed-4477-a667-ff65eb6ec0ed&origin=csv,English,,,,Y,555007ec-c70d-47bf-ba1c-c16a99fbb88d,United Kingdom,Europe,Northern Europe,30000,monthly-unique-visitors,1,neutral,0.05,,,,,,,,,,,,,,,,,
DAZN: UK,"""",Broadband TV News,20/12/2019,12:00:00,Print,https://article.signal-ai.com/2e0dbcd4-fb50-355c-9989-b5fe834795cb?u=351ef292-faed-4477-a667-ff65eb6ec0ed&origin=csv,English,,,,N,555007ec-c70d-47bf-ba1c-c16a99fbb88d,United Kingdom,Europe,Northern Europe,,,1,neutral,0.05,,,,,,,,,,,,,,,,,
DAZN: UK,Eddie Hearn delivers verdict on Anthony Joshua sparring Tyson Fury for Deontay Wilder bout,Daily Express,20/12/2019,20:00:00,Print,https://article.signal-ai.com/7f9948aa-9716-3527-ab76-84179ed7989e?u=351ef292-faed-4477-a667-ff65eb6ec0ed&origin=csv,English,,,,Y,ce233b10-5704-4324-acfe-2b99d53cf8e6,United Kingdom,Europe,Northern Europe,375000,circulation,1,neutral,0.05,,,,,,,,,,,,,,,,,
DAZN: UK,Eddie Hearn delivers verdict on Anthony Joshua sparring Tyson Fury for Deontay Wilder bout,Daily Express,20/12/2019,19:00:00,Online,https://article.signal-ai.com/0062a52a-bd83-3204-a380-8edc05ebf533?u=351ef292-faed-4477-a667-ff65eb6ec0ed&origin=csv,English,,,,N,ce233b10-5704-4324-acfe-2b99d53cf8e6,United Kingdom,Europe,Northern Europe,17500000,monthly-unique-visitors,1,neutral,0.05,,,,,,,,,,,,,,,,,
DAZN: UK,GLORY GLORY MAN UTD Arsenal starlet Gabriel Martinelli credits Man Utd training for getting him up to speed with the Premier League,The Sun,20/12/2019,11:19:44,Online,https://article.signal-ai.com/e54591fa-a96a-38aa-a4b4-35a884ff70e5?u=351ef292-faed-4477-a667-ff65eb6ec0ed&origin=csv,English,,,,Y,529edd03-35f3-4da2-93ee-f074f4f1e602,United Kingdom,Europe,Northern Europe,17500000,monthly-unique-visitors,1,neutral,0.25,,,,,,,,,,,,,,,,,
DAZN: UK,Kell Brook to return to action against Mark DeLuca in Sheffield in February,Daily Mail,20/12/2019,09:51:46,Online,https://article.signal-ai.com/9e32f790-8740-3dc6-b646-57270c96f465?u=351ef292-faed-4477-a667-ff65eb6ec0ed&origin=csv,English,,,,Y,b37ef4e7-a743-47fd-9bf4-181cc7f819db,United Kingdom,Europe,Northern Europe,8750000,monthly-unique-visitors,1,neutral,0.25,,,,,,,,,,,,,,,,,
DAZN: UK,Kell Brook vs Mark DeLuca: Sheffield fighter admits to ‘dark times’ as comeback announced after year out,The Independent,20/12/2019,09:43:00,Online,https://article.signal-ai.com/d4323d79-408f-35cd-9b7d-869c2a551f63?u=351ef292-faed-4477-a667-ff65eb6ec0ed&origin=csv,English,,,,Y,4dcdd5a3-d814-4324-9807-a7cc22ada83e,United Kingdom,Europe,Northern Europe,17500000,monthly-unique-visitors,1,neutral,0.05,,,,,,,,,,,,,,,,,
DAZN: UK,"Boxing news: Anthony Joshua fight promise, Tyson Fury blitzes Wilder, Hearn eyes Canelo",Daily Express,20/12/2019,08:00:00,Print,https://article.signal-ai.com/d8a0f3aa-aa4d-39df-af2f-42a2521f231a?u=351ef292-faed-4477-a667-ff65eb6ec0ed&origin=csv,English,,,,Y,c7eb9e27-184d-49fa-a620-26b68af292d3,United Kingdom,Europe,Northern Europe,375000,circulation,2,neutral,0.1,,,,,,,,,,,,,,,,,
DAZN: UK,"Boxing news: Anthony Joshua fight promise, Tyson Fury blitzes Wilder, Hearn eyes Canelo",Daily Express,20/12/2019,07:00:00,Online,https://article.signal-ai.com/30dbbec5-ca0a-3199-9773-bd3c9dfead4e?u=351ef292-faed-4477-a667-ff65eb6ec0ed&origin=csv,English,,,,N,c7eb9e27-184d-49fa-a620-26b68af292d3,United Kingdom,Europe,Northern Europe,17500000,monthly-unique-visitors,2,neutral,0.1,,,,,,,,,,,,,,,,,
DAZN: UK,Bellator Hawaii: Flyweight champ Ilima-Lei Macfarlane respects 'threat' of British challenger Kate Jackson,The Daily Telegraph,20/12/2019,05:52:29,Online,https://article.signal-ai.com/1123b260-03be-3206-aa65-eca0a2210ca3?u=351ef292-faed-4477-a667-ff65eb6ec0ed&origin=csv,English,,,,Y,4a0ad1b6-e947-47ca-9e98-feaf4cfb8c5f,United Kingdom,Europe,Northern Europe,17500000,monthly-unique-visitors,1,neutral,0.05,,,,,,,,,,,,,,,,,
DAZN: UK,Report: Julio Cesar Chavez Jr. docked $1M after badly missing weight,Yahoo! UK and Ireland,20/12/2019,05:14:07,Online,https://article.signal-ai.com/bf9f77f2-ce67-37e3-80a9-a148420acb29?u=351ef292-faed-4477-a667-ff65eb6ec0ed&origin=csv,English,,,,Y,07e3662f-b7c1-443b-995e-6d48575c5a17,United Kingdom,Europe,Northern Europe,87500000,monthly-unique-visitors,1,neutral,0.05,,,,,,,,,,,,,,,,,
DAZN: UK,"Mikey Garcia sees Jessie Vargas fight as chance to prove himself at 147, wants Manny Pacquiao next",Yahoo! UK and Ireland,19/12/2019,22:04:40,Online,https://article.signal-ai.com/376c3969-7070-3d37-8051-dc3188ae98a1?u=351ef292-faed-4477-a667-ff65eb6ec0ed&origin=csv,English,,,,Y,9fdaafbc-b67f-4609-9d72-e2b704340957,United Kingdom,Europe,Northern Europe,87500000,monthly-unique-visitors,1,neutral,0.05,,,,,,,,,,,,,,,,,
DAZN: UK,Alsatian belonging to YouTube star KSI's brother Deji is caught on CCTV attacking grandmother,Daily Mail,19/12/2019,20:04:52,Online,https://article.signal-ai.com/bc9d4f18-6676-34e3-80fa-ebd9a6c2ed42?u=351ef292-faed-4477-a667-ff65eb6ec0ed&origin=csv,English,,,,Y,d62a139a-9238-48bc-8ff2-6011b35cf72e,United Kingdom,Europe,Northern Europe,8750000,monthly-unique-visitors,1,neutral,0.25,,,,,,,,,,,,,,,,,
DAZN: UK,"GLOVES ARE OFF Billy Joe Saunders set for huge world title fight against Canelo Alvarez, predicts Eddie Hearn",The Sun,19/12/2019,18:05:55,Online,https://article.signal-ai.com/d3f5e7f6-200f-33b7-9875-20bdec652a44?u=351ef292-faed-4477-a667-ff65eb6ec0ed&origin=csv,English,,,,Y,03227752-6983-43be-9170-21a4329b249e,United Kingdom,Europe,Northern Europe,17500000,monthly-unique-visitors,1,neutral,0.05,,,,,,,,,,,,,,,,,
DAZN: UK,Grabriel Martinelli explains how Man Utd helped prepare him for life at Arsenal,Metro,19/12/2019,16:41:41,Online,https://article.signal-ai.com/4aad0eca-9289-37ff-8061-2b6d393d364b?u=351ef292-faed-4477-a667-ff65eb6ec0ed&origin=csv,English,,,,Y,56ecfc45-2b06-499b-b96c-ccac040336cd,United Kingdom,Europe,Northern Europe,8750000,monthly-unique-visitors,1,neutral,0.25,,,,,,,,,,,,,,,,,
DAZN: UK,Gabriel Martinelli recalls how Arsenal beat Man Utd to sign him after meeting Paul Pogba,Daily Mirror,19/12/2019,14:35:00,Online,https://article.signal-ai.com/0ec52a3d-962b-3e11-80dc-ea0a1eb2f2a9?u=351ef292-faed-4477-a667-ff65eb6ec0ed&origin=csv,English,,,,Y,4a9dacff-952b-410f-b640-f6ac77fcd5be,United Kingdom,Europe,Northern Europe,8750000,monthly-unique-visitors,1,neutral,0.25,,,,,,,,,,,,,,,,,
DAZN: UK,Cristiano Ronaldo opens up on famous celebration after stunning Juventus goal,Daily Mirror,19/12/2019,11:46:46,Online,https://article.signal-ai.com/bd1d9bb7-2e65-368f-b0d8-420de469579c?u=351ef292-faed-4477-a667-ff65eb6ec0ed&origin=csv,English,,,,Y,f99fdd1a-cf12-4805-9e9a-18a8a6086d80,United Kingdom,Europe,Northern Europe,8750000,monthly-unique-visitors,1,neutral,0.25,,,,,,,,,,,,,,,,,
DAZN: UK,Cristiano Ronaldo opens up on famous celebration after stunning Juventus goal,Daily Mirror,19/12/2019,11:47:56,Online,https://article.signal-ai.com/19d23aaa-ddc2-39a2-90a5-82f19c463309?u=351ef292-faed-4477-a667-ff65eb6ec0ed&origin=csv,English,,,,Y,f99fdd1a-cf12-4805-9e9a-18a8a6086d80,United Kingdom,Europe,Northern Europe,8750000,monthly-unique-visitors,1,neutral,0.25,,,,,,,,,,,,,,,,,
DAZN: UK,MY JUMP START Cristiano Ronaldo explains how he came up with trademark ‘Siiii!’ celebration,The Sun,18/12/2019,23:11:29,Online,https://article.signal-ai.com/b18bf65e-6d9d-3179-8276-8a968f522fd1?u=351ef292-faed-4477-a667-ff65eb6ec0ed&origin=csv,English,,,"Football,Serie A",Y,4c213b09-99d4-40c8-bb27-b264b63ef78e,United Kingdom,Europe,Northern Europe,17500000,monthly-unique-visitors,1,positive,0.25,,,,,,,,,,,,,,,,,
DAZN: UK,'BEST THINGS HAPPEN NATURALLY'Cristiano Ronaldo explains how he came up with trademark ‘Siiii!’ celebration,The Sun,18/12/2019,23:02:47,Online,https://article.signal-ai.com/a6fc6ffe-648a-3ec2-a365-6a23e1d9a2a9?u=351ef292-faed-4477-a667-ff65eb6ec0ed&origin=csv,English,,,,Y,3f03c168-7ba3-4f5b-8033-e1a59c00b82c,United Kingdom,Europe,Northern Europe,17500000,monthly-unique-visitors,1,neutral,0.05,,,,,,,,,,,,,,,,,
DAZN: UK,'I wanted to know what happened when I got hit in the face': Interview with Kate Jackson-the first British woman to contest an MMA world title,The Daily Telegraph,18/12/2019,18:36:47,Online,https://article.signal-ai.com/035fda37-4a9e-3a3b-829b-635f662a712e?u=351ef292-faed-4477-a667-ff65eb6ec0ed&origin=csv,English,,,,Y,ef0e2199-b39d-41f7-acf7-b6a69a2c7ad0,United Kingdom,Europe,Northern Europe,17500000,monthly-unique-visitors,1,neutral,0.05,,,,,,,,,,,,,,,,,
DAZN: UK,AMC Networks International in new long-term deal for EHF club competitions,Sportcal,18/12/2019,16:12:11,Online,https://article.signal-ai.com/b1bd8243-2ff1-3d52-af39-aa81c66bf9ed?u=351ef292-faed-4477-a667-ff65eb6ec0ed&origin=csv,English,,,,Y,36e34c2c-4169-40f8-9b82-b6d1275be5d3,United Kingdom,Europe,Northern Europe,7500,monthly-unique-visitors,3,neutral,0.35,,,,,,,,,,,,,,,,,
DAZN: UK,BIG HEARNER Eddie Hearn ready to poach boxing superstar Saul Alvarez if Canelo splits with Golden Boy Promotions,The Sun,18/12/2019,07:38:34,Online,https://article.signal-ai.com/7a91b7d0-82de-322a-9de7-c136d90f086c?u=351ef292-faed-4477-a667-ff65eb6ec0ed&origin=csv,English,,,Boxing,Y,7ac5b600-a34c-4111-8e6b-79cc6928fbad,United Kingdom,Europe,Northern Europe,17500000,monthly-unique-visitors,4,positive,0.2,,,,,,,,,,,,,,,,,
DAZN: UK,BIG HEARNER Eddie Hearn ready to poach boxing superstar Saul Alvarez if Canelo splits with Golden Boy Promotions,The Sun,18/12/2019,07:38:53,Online,https://article.signal-ai.com/b23d14df-b407-3324-8b7d-3de3ce7a7aee?u=351ef292-faed-4477-a667-ff65eb6ec0ed&origin=csv,English,,,,Y,2c4a4638-1cdb-45f0-a4b1-4db452fba04d,United Kingdom,Europe,Northern Europe,17500000,monthly-unique-visitors,4,positive,0.2,,,,,,,,,,,,,,,,,
DAZN: UK,DAZN Cuts Price In Half For Their Subscription In Brazil,ISportConnect,17/12/2019,17:17:13,Online,https://article.signal-ai.com/ec1d82df-0e3c-3f4b-9d27-2b6b4e7ec27e?u=351ef292-faed-4477-a667-ff65eb6ec0ed&origin=csv,English,,,,Y,00c9a544-7bc3-44dc-8c7c-f1c5523bf0df,United Kingdom,Europe,Northern Europe,3000,monthly-unique-visitors,3,neutral,1.7,,,,,,,,,,,,,,,,,
DAZN: UK,DAZN to show Club World Cup climax in Spain,Sportcal,17/12/2019,10:27:28,Online,https://article.signal-ai.com/ac499ccf-50b3-384d-a5b3-a0f7c23ea89b?u=351ef292-faed-4477-a667-ff65eb6ec0ed&origin=csv,English,,,,Y,b8cdbf0d-bca3-41e4-92b8-a8553efc59c9,United Kingdom,Europe,Northern Europe,7500,monthly-unique-visitors,6,positive,1.65,,,,,,,,,,,,,,,,,
DAZN: UK,'In football you never know what's going to happen': Barcelona keeper Marc-Andre Ter Stegen remains coy on his future as he and his team-mates prepare for crunch El Clasico clash RELATED ARTICLES Share this article RELATED ARTICLES Share this article,Daily Mail,17/12/2019,08:58:16,Online,https://article.signal-ai.com/a594af77-ae6a-3a73-b1ad-08ccb8493664?u=351ef292-faed-4477-a667-ff65eb6ec0ed&origin=csv,English,,,,Y,c28578d4-bfd0-4d30-b201-00994cff5105,United Kingdom,Europe,Northern Europe,8750000,monthly-unique-visitors,1,neutral,0.25,,,,,,,,,,,,,,,,,
